timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
81.480,-9.500751,0.046970,0.720410,-0.100625,0.826875,-0.061250
81.500,-9.497701,0.043310,0.717970,-0.074375,0.831250,-0.043750
81.520,-9.490991,0.048800,0.713090,-0.118125,0.835625,-0.070000
81.540,-9.496481,0.039040,0.705160,-0.100625,0.796250,-0.056875
81.560,-9.500140,0.038430,0.711260,-0.166250,0.857500,-0.070000
81.580,-9.497701,0.036600,0.720410,-0.100625,0.905625,-0.105000
81.600,-9.495871,0.039040,0.719190,-0.126875,0.835625,-0.039375
81.620,-9.498921,0.041480,0.725900,-0.083125,0.835625,-0.070000
81.640,-9.489161,0.040260,0.729560,-0.144375,0.796250,-0.052500
81.660,-9.503800,0.037820,0.728950,-0.096250,0.813750,-0.039375
81.680,-9.500751,0.034770,0.722850,-0.083125,0.840000,-0.061250
81.700,-9.497701,0.043310,0.732000,-0.113750,0.870625,-0.061250
81.720,-9.495871,0.044530,0.723460,-0.157500,0.822500,-0.039375
81.740,-9.512341,0.037210,0.728340,-0.096250,0.809375,-0.078750
81.760,-9.503800,0.040260,0.725900,-0.140000,0.892500,-0.030625
81.780,-9.496481,0.038430,0.717360,-0.131250,0.848750,-0.061250
81.800,-9.500751,0.032330,0.724070,-0.048125,0.875000,-0.065625
81.820,-9.499530,0.051850,0.721020,-0.065625,0.905625,-0.061250
81.840,-9.503800,0.045140,0.724680,-0.122500,0.791875,-0.078750
81.860,-9.502581,0.051240,0.714310,-0.100625,0.857500,-0.061250
81.880,-9.478180,0.040870,0.719190,-0.122500,0.844375,-0.074375
81.900,-9.501970,0.039040,0.729560,-0.065625,0.796250,-0.056875
81.920,-9.495260,0.038430,0.713700,-0.061250,0.910000,-0.078750
81.940,-9.499530,0.042090,0.727120,-0.078750,0.835625,-0.065625
81.960,-9.507461,0.040260,0.727120,-0.091875,0.831250,-0.078750
81.980,-9.497701,0.044530,0.722850,-0.157500,0.875000,-0.043750
82.000,-9.505020,0.037820,0.722850,-0.096250,0.853125,-0.091875
82.020,-9.498311,0.037210,0.716750,-0.035000,0.809375,-0.035000
82.040,-9.497090,0.031110,0.724680,-0.078750,0.818125,-0.065625
82.060,-9.503800,0.031110,0.721020,-0.118125,0.870625,-0.043750
82.080,-9.498311,0.037820,0.730170,-0.109375,0.826875,-0.061250
82.100,-9.502581,0.035990,0.725900,-0.113750,0.840000,-0.043750
82.120,-9.492210,0.042700,0.711260,-0.135625,0.831250,-0.056875
82.140,-9.501360,0.040260,0.719800,-0.065625,0.892500,-0.091875
82.160,-9.494651,0.053070,0.721020,-0.100625,0.822500,-0.043750
82.180,-9.508070,0.046360,0.725290,-0.153125,0.787500,-0.065625
82.200,-9.500751,0.048190,0.726510,-0.100625,0.844375,-0.109375
82.220,-9.502581,0.035380,0.727730,-0.096250,0.822500,-0.061250
